D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind1\models\1st_level_normalized\con_0001.nii,8.72028
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind10\models\1st_level_normalized\con_0001.nii,6.05964
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind11\models\1st_level_normalized\con_0001.nii,2.39222
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind12\models\1st_level_normalized\con_0001.nii,-0.176957
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind13\models\1st_level_normalized\con_0001.nii,9.93479
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind14\models\1st_level_normalized\con_0001.nii,4.41627
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind15\models\1st_level_normalized\con_0001.nii,6.5218
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind16\models\1st_level_normalized\con_0001.nii,0.0875889
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind17\models\1st_level_normalized\con_0001.nii,2.70407
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind18\models\1st_level_normalized\con_0001.nii,7.7084
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind19\models\1st_level_normalized\con_0001.nii,1.54816
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind2\models\1st_level_normalized\con_0001.nii,3.28384
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind20\models\1st_level_normalized\con_0001.nii,8.72856
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind3\models\1st_level_normalized\con_0001.nii,6.83294
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind4\models\1st_level_normalized\con_0001.nii,2.28368
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind5\models\1st_level_normalized\con_0001.nii,2.83221
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind6\models\1st_level_normalized\con_0001.nii,2.74013
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind7\models\1st_level_normalized\con_0001.nii,8.57372
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind8\models\1st_level_normalized\con_0001.nii,4.57458
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind9\models\1st_level_normalized\con_0001.nii,1.02173
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind1\models\1st_level_normalized\con_0002.nii,10.6432
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind10\models\1st_level_normalized\con_0002.nii,9.0062
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind11\models\1st_level_normalized\con_0002.nii,1.87333
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind12\models\1st_level_normalized\con_0002.nii,-1.78388
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind13\models\1st_level_normalized\con_0002.nii,6.78748
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind14\models\1st_level_normalized\con_0002.nii,4.89796
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind15\models\1st_level_normalized\con_0002.nii,3.40647
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind16\models\1st_level_normalized\con_0002.nii,-1.89085
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind17\models\1st_level_normalized\con_0002.nii,6.42583
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind18\models\1st_level_normalized\con_0002.nii,8.50845
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind19\models\1st_level_normalized\con_0002.nii,-0.338862
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind2\models\1st_level_normalized\con_0002.nii,2.16953
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind20\models\1st_level_normalized\con_0002.nii,8.85614
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind3\models\1st_level_normalized\con_0002.nii,2.36274
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind4\models\1st_level_normalized\con_0002.nii,4.1935
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind5\models\1st_level_normalized\con_0002.nii,3.87643
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind6\models\1st_level_normalized\con_0002.nii,3.3828
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind7\models\1st_level_normalized\con_0002.nii,8.26251
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind8\models\1st_level_normalized\con_0002.nii,4.1607
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind9\models\1st_level_normalized\con_0002.nii,6.91116
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind1\models\1st_level_normalized\con_0003.nii,9.91981
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind10\models\1st_level_normalized\con_0003.nii,15.1735
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind11\models\1st_level_normalized\con_0003.nii,5.32108
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind12\models\1st_level_normalized\con_0003.nii,0.6254
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind13\models\1st_level_normalized\con_0003.nii,17.3426
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind14\models\1st_level_normalized\con_0003.nii,8.11759
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind15\models\1st_level_normalized\con_0003.nii,2.72501
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind16\models\1st_level_normalized\con_0003.nii,12.1344
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind17\models\1st_level_normalized\con_0003.nii,8.88129
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind18\models\1st_level_normalized\con_0003.nii,5.75482
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind19\models\1st_level_normalized\con_0003.nii,8.28532
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind2\models\1st_level_normalized\con_0003.nii,9.49095
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind20\models\1st_level_normalized\con_0003.nii,13.5503
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind3\models\1st_level_normalized\con_0003.nii,8.2188
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind4\models\1st_level_normalized\con_0003.nii,4.45721
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind5\models\1st_level_normalized\con_0003.nii,12.7925
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind6\models\1st_level_normalized\con_0003.nii,8.86959
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind7\models\1st_level_normalized\con_0003.nii,6.76616
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind8\models\1st_level_normalized\con_0003.nii,11.6237
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind9\models\1st_level_normalized\con_0003.nii,9.28401
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind1\models\1st_level_normalized\con_0004.nii,4.86521
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind10\models\1st_level_normalized\con_0004.nii,0.186014
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind11\models\1st_level_normalized\con_0004.nii,3.81909
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind12\models\1st_level_normalized\con_0004.nii,-1.89314
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind13\models\1st_level_normalized\con_0004.nii,4.59292
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind14\models\1st_level_normalized\con_0004.nii,-1.40431
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind15\models\1st_level_normalized\con_0004.nii,-2.94349
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind16\models\1st_level_normalized\con_0004.nii,3.08183
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind17\models\1st_level_normalized\con_0004.nii,1.38753
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind18\models\1st_level_normalized\con_0004.nii,2.80284
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind19\models\1st_level_normalized\con_0004.nii,1.63483
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind2\models\1st_level_normalized\con_0004.nii,2.81189
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind20\models\1st_level_normalized\con_0004.nii,4.45169
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind3\models\1st_level_normalized\con_0004.nii,3.02842
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind4\models\1st_level_normalized\con_0004.nii,3.38107
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind5\models\1st_level_normalized\con_0004.nii,-1.69269
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind6\models\1st_level_normalized\con_0004.nii,4.89511
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind7\models\1st_level_normalized\con_0004.nii,4.17215
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind8\models\1st_level_normalized\con_0004.nii,5.82461
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind9\models\1st_level_normalized\con_0004.nii,4.7984
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind1\models\1st_level_normalized\con_0005.nii,8.33209
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind10\models\1st_level_normalized\con_0005.nii,9.00744
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind11\models\1st_level_normalized\con_0005.nii,4.2339
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind12\models\1st_level_normalized\con_0005.nii,-2.19937
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind13\models\1st_level_normalized\con_0005.nii,6.35901
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind14\models\1st_level_normalized\con_0005.nii,0.580158
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind15\models\1st_level_normalized\con_0005.nii,-2.70905
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind16\models\1st_level_normalized\con_0005.nii,7.28923
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind17\models\1st_level_normalized\con_0005.nii,-0.0695361
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind18\models\1st_level_normalized\con_0005.nii,5.77432
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind19\models\1st_level_normalized\con_0005.nii,0.130887
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind2\models\1st_level_normalized\con_0005.nii,3.20423
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind20\models\1st_level_normalized\con_0005.nii,6.4813
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind3\models\1st_level_normalized\con_0005.nii,3.82794
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind4\models\1st_level_normalized\con_0005.nii,4.05688
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind5\models\1st_level_normalized\con_0005.nii,2.44093
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind6\models\1st_level_normalized\con_0005.nii,5.696
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind7\models\1st_level_normalized\con_0005.nii,5.56749
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind8\models\1st_level_normalized\con_0005.nii,5.92977
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind9\models\1st_level_normalized\con_0005.nii,4.30108
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind1\models\1st_level_normalized\con_0006.nii,1.06965
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind10\models\1st_level_normalized\con_0006.nii,11.1582
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind11\models\1st_level_normalized\con_0006.nii,1.73488
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind12\models\1st_level_normalized\con_0006.nii,-0.865939
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind13\models\1st_level_normalized\con_0006.nii,4.59412
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind14\models\1st_level_normalized\con_0006.nii,1.09404
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind15\models\1st_level_normalized\con_0006.nii,-3.65739
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind16\models\1st_level_normalized\con_0006.nii,7.5674
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind17\models\1st_level_normalized\con_0006.nii,-1.4188
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind18\models\1st_level_normalized\con_0006.nii,-0.00916904
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind19\models\1st_level_normalized\con_0006.nii,10.8698
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind2\models\1st_level_normalized\con_0006.nii,1.26196
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind20\models\1st_level_normalized\con_0006.nii,6.85306
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind3\models\1st_level_normalized\con_0006.nii,4.71144
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind4\models\1st_level_normalized\con_0006.nii,4.16617
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind5\models\1st_level_normalized\con_0006.nii,3.26989
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind6\models\1st_level_normalized\con_0006.nii,5.21029
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind7\models\1st_level_normalized\con_0006.nii,0.910304
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind8\models\1st_level_normalized\con_0006.nii,2.3445
D:\PRELUDIUM_JM\Prelu_MRI\sub-Blind9\models\1st_level_normalized\con_0006.nii,9.15521
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted1\models\1st_level_normalized\con_0001.nii,0.878261
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted10\models\1st_level_normalized\con_0001.nii,-3.55348
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted11\models\1st_level_normalized\con_0001.nii,-4.82075
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted12\models\1st_level_normalized\con_0001.nii,-2.70256
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted13\models\1st_level_normalized\con_0001.nii,-13.9504
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted14\models\1st_level_normalized\con_0001.nii,-10.2524
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted15\models\1st_level_normalized\con_0001.nii,-6.6566
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted16\models\1st_level_normalized\con_0001.nii,-2.72294
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted17\models\1st_level_normalized\con_0001.nii,-0.664054
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted18\models\1st_level_normalized\con_0001.nii,-7.21179
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted19\models\1st_level_normalized\con_0001.nii,-0.800412
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted2\models\1st_level_normalized\con_0001.nii,-3.70496
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted20\models\1st_level_normalized\con_0001.nii,-13.8502
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted3\models\1st_level_normalized\con_0001.nii,-7.6232
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted4\models\1st_level_normalized\con_0001.nii,-4.48883
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted5\models\1st_level_normalized\con_0001.nii,-3.67905
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted6\models\1st_level_normalized\con_0001.nii,-4.60103
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted7\models\1st_level_normalized\con_0001.nii,-1.90297
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted8\models\1st_level_normalized\con_0001.nii,-8.87939
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted9\models\1st_level_normalized\con_0001.nii,-6.87554
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted1\models\1st_level_normalized\con_0002.nii,1.50637
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted10\models\1st_level_normalized\con_0002.nii,-5.65198
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted11\models\1st_level_normalized\con_0002.nii,-4.88197
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted12\models\1st_level_normalized\con_0002.nii,-1.92124
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted13\models\1st_level_normalized\con_0002.nii,-12.6895
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted14\models\1st_level_normalized\con_0002.nii,-8.00751
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted15\models\1st_level_normalized\con_0002.nii,-6.7932
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted16\models\1st_level_normalized\con_0002.nii,-2.86584
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted17\models\1st_level_normalized\con_0002.nii,-1.87924
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted18\models\1st_level_normalized\con_0002.nii,-2.7025
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted19\models\1st_level_normalized\con_0002.nii,-2.11592
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted2\models\1st_level_normalized\con_0002.nii,-5.05988
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted20\models\1st_level_normalized\con_0002.nii,-12.3557
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted3\models\1st_level_normalized\con_0002.nii,-9.68743
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted4\models\1st_level_normalized\con_0002.nii,-2.92057
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted5\models\1st_level_normalized\con_0002.nii,-3.73781
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted6\models\1st_level_normalized\con_0002.nii,-3.4875
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted7\models\1st_level_normalized\con_0002.nii,-3.78242
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted8\models\1st_level_normalized\con_0002.nii,-9.02347
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted9\models\1st_level_normalized\con_0002.nii,-6.34668
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted1\models\1st_level_normalized\con_0003.nii,5.48893
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted10\models\1st_level_normalized\con_0003.nii,-0.856939
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted11\models\1st_level_normalized\con_0003.nii,-3.88575
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted12\models\1st_level_normalized\con_0003.nii,3.05342
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted13\models\1st_level_normalized\con_0003.nii,-13.198
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted14\models\1st_level_normalized\con_0003.nii,-7.77241
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted15\models\1st_level_normalized\con_0003.nii,-5.53145
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted16\models\1st_level_normalized\con_0003.nii,-3.95217
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted17\models\1st_level_normalized\con_0003.nii,-4.96772
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted18\models\1st_level_normalized\con_0003.nii,-2.20098
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted19\models\1st_level_normalized\con_0003.nii,-3.56529
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted2\models\1st_level_normalized\con_0003.nii,-2.58057
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted20\models\1st_level_normalized\con_0003.nii,-6.17432
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted3\models\1st_level_normalized\con_0003.nii,-4.77837
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted4\models\1st_level_normalized\con_0003.nii,-1.76605
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted5\models\1st_level_normalized\con_0003.nii,-4.49997
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted6\models\1st_level_normalized\con_0003.nii,-1.73
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted7\models\1st_level_normalized\con_0003.nii,-2.45687
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted8\models\1st_level_normalized\con_0003.nii,-10.005
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted9\models\1st_level_normalized\con_0003.nii,-3.6481
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted1\models\1st_level_normalized\con_0004.nii,-4.13378
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted10\models\1st_level_normalized\con_0004.nii,7.65858
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted11\models\1st_level_normalized\con_0004.nii,-2.79923
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted12\models\1st_level_normalized\con_0004.nii,0.21852
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted13\models\1st_level_normalized\con_0004.nii,8.79171
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted14\models\1st_level_normalized\con_0004.nii,8.54878
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted15\models\1st_level_normalized\con_0004.nii,0.337024
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted16\models\1st_level_normalized\con_0004.nii,-0.169729
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted17\models\1st_level_normalized\con_0004.nii,-1.94426
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted18\models\1st_level_normalized\con_0004.nii,9.1214
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted19\models\1st_level_normalized\con_0004.nii,5.32524
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted2\models\1st_level_normalized\con_0004.nii,0.100845
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted20\models\1st_level_normalized\con_0004.nii,-1.87718
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted3\models\1st_level_normalized\con_0004.nii,2.35353
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted4\models\1st_level_normalized\con_0004.nii,5.81231
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted5\models\1st_level_normalized\con_0004.nii,0.328744
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted6\models\1st_level_normalized\con_0004.nii,-2.72877
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted7\models\1st_level_normalized\con_0004.nii,0.617014
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted8\models\1st_level_normalized\con_0004.nii,6.89807
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted9\models\1st_level_normalized\con_0004.nii,4.05751
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted1\models\1st_level_normalized\con_0005.nii,-1.90717
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted10\models\1st_level_normalized\con_0005.nii,4.79641
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted11\models\1st_level_normalized\con_0005.nii,-3.12858
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted12\models\1st_level_normalized\con_0005.nii,3.37266
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted13\models\1st_level_normalized\con_0005.nii,5.21478
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted14\models\1st_level_normalized\con_0005.nii,8.25776
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted15\models\1st_level_normalized\con_0005.nii,0.0305836
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted16\models\1st_level_normalized\con_0005.nii,-1.07876
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted17\models\1st_level_normalized\con_0005.nii,-2.71419
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted18\models\1st_level_normalized\con_0005.nii,7.19197
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted19\models\1st_level_normalized\con_0005.nii,6.96092
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted2\models\1st_level_normalized\con_0005.nii,-0.79699
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted20\models\1st_level_normalized\con_0005.nii,-1.61039
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted3\models\1st_level_normalized\con_0005.nii,0.412402
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted4\models\1st_level_normalized\con_0005.nii,3.93683
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted5\models\1st_level_normalized\con_0005.nii,1.20634
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted6\models\1st_level_normalized\con_0005.nii,-3.04931
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted7\models\1st_level_normalized\con_0005.nii,0.128277
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted8\models\1st_level_normalized\con_0005.nii,8.0399
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted9\models\1st_level_normalized\con_0005.nii,2.13652
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted1\models\1st_level_normalized\con_0006.nii,0.2089
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted10\models\1st_level_normalized\con_0006.nii,10.6832
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted11\models\1st_level_normalized\con_0006.nii,-0.216711
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted12\models\1st_level_normalized\con_0006.nii,2.56358
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted13\models\1st_level_normalized\con_0006.nii,9.10287
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted14\models\1st_level_normalized\con_0006.nii,10.6117
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted15\models\1st_level_normalized\con_0006.nii,3.68463
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted16\models\1st_level_normalized\con_0006.nii,0.402594
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted17\models\1st_level_normalized\con_0006.nii,0.256306
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted18\models\1st_level_normalized\con_0006.nii,8.3384
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted19\models\1st_level_normalized\con_0006.nii,5.92537
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted2\models\1st_level_normalized\con_0006.nii,0.82368
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted20\models\1st_level_normalized\con_0006.nii,0.32633
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted3\models\1st_level_normalized\con_0006.nii,3.58063
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted4\models\1st_level_normalized\con_0006.nii,6.66661
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted5\models\1st_level_normalized\con_0006.nii,3.10518
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted6\models\1st_level_normalized\con_0006.nii,-2.02694
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted7\models\1st_level_normalized\con_0006.nii,2.39185
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted8\models\1st_level_normalized\con_0006.nii,5.71
D:\PRELUDIUM_JM\Prelu_MRI\sub-Sighted9\models\1st_level_normalized\con_0006.nii,6.37332